Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Authors with affiliations,Index Keywords,Document Type,Source
"Yu Z., Xin R., Xu Z., Sha L., Chen L., Zhu Y., Liang P., Zhang Z., Liu Z., Cao Q.","36130709000;57226078868;57225996902;57815578100;57223366988;57223371428;26643470700;57219233946;12772615500;57223357496;","Shock-Resistant and Energy-Absorbing Properties of Bionic NiTi Lattice Structure Manufactured by SLM",2022,"Journal of Bionic Engineering",4,"10.1007/s42235-022-00221-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134758488&doi=10.1007%2fs42235-022-00221-0&partnerID=40&md5=cba37d433632043e61103436c9b870a2","College of Communication Engineering, Jilin University, Changchun, 130022, China; Key Laboratory of Engineering Bionics, Ministry of Education, Jilin University, Changchun, 130022, China; State Key Laboratory of Automotive Simulation and Control, Jilin University, Changchun, 130022, China; School of Agriculture, Yanbian University, Yanji, 133002, China","Yu, Z., College of Communication Engineering, Jilin University, Changchun, 130022, China, Key Laboratory of Engineering Bionics, Ministry of Education, Jilin University, Changchun, 130022, China, State Key Laboratory of Automotive Simulation and Control, Jilin University, Changchun, 130022, China; Xin, R., Key Laboratory of Engineering Bionics, Ministry of Education, Jilin University, Changchun, 130022, China; Xu, Z., Key Laboratory of Engineering Bionics, Ministry of Education, Jilin University, Changchun, 130022, China; Sha, L., Key Laboratory of Engineering Bionics, Ministry of Education, Jilin University, Changchun, 130022, China; Chen, L., Key Laboratory of Engineering Bionics, Ministry of Education, Jilin University, Changchun, 130022, China; Zhu, Y., School of Agriculture, Yanbian University, Yanji, 133002, China; Liang, P., Key Laboratory of Engineering Bionics, Ministry of Education, Jilin University, Changchun, 130022, China; Zhang, Z., Key Laboratory of Engineering Bionics, Ministry of Education, Jilin University, Changchun, 130022, China; Liu, Z., College of Communication Engineering, Jilin University, Changchun, 130022, China; Cao, Q., Key Laboratory of Engineering Bionics, Ministry of Education, Jilin University, Changchun, 130022, China","Additives; Binary alloys; Compression testing; Energy absorption; Honeycomb structures; Military vehicles; Numerical models; Selective laser melting; Shape optimization; Shape-memory alloy; Structural design; Titanium alloys; Absorbing properties; Best choice; Bionic structural design; Energy; Engineering bionics; Lattice structures; Multi-functional optimization; Quasi-static compression; Selective laser melting; Shape-memory effect; Bionics",Article,Scopus
"Xu T., Xu X., Xu D., Zou Z., Zhao H.","57220074684;57190257709;57803926200;57221307782;57803135000;","A New Robust Filtering Method of GNSS/MINS Integrated System for Land Vehicle Navigation",2022,"IEEE Transactions on Vehicular Technology",,"10.1109/TVT.2022.3190298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134221750&doi=10.1109%2fTVT.2022.3190298&partnerID=40&md5=a27b2e0812944d2fad990d239c6c171c","Soochow University, School of Electronic and Information Engineering, Suzhou, 215006, China; Nanjing University of Science and Technology, School of Automation, Nanjing, 210014, China","Xu, T., Soochow University, School of Electronic and Information Engineering, Suzhou, 215006, China; Xu, X., Nanjing University of Science and Technology, School of Automation, Nanjing, 210014, China; Xu, D., Soochow University, School of Electronic and Information Engineering, Suzhou, 215006, China; Zou, Z., Soochow University, School of Electronic and Information Engineering, Suzhou, 215006, China; Zhao, H., Soochow University, School of Electronic and Information Engineering, Suzhou, 215006, China","Errors; Estimation; Global positioning system; Integrated control; Navigation; Signal receivers; Statistics; Vehicles; Filtering method; Global Navigation Satellite Systems; Integrated navigation; Microelectromechanical technology; Receiver; Robust filtering; Standard deviation; Standard deviation estimation; Technology-based; Vehicle positioning; Kalman filters",Article,Scopus
"Li K.-X., Guo Z.-J., Hao Z.-C.","57204565149;57193924957;14121305500;","A Multipolarized Planar Phased Array for LEO SATCOM Applications",2022,"IEEE Antennas and Wireless Propagation Letters",2,"10.1109/LAWP.2022.3185208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133815591&doi=10.1109%2fLAWP.2022.3185208&partnerID=40&md5=71ed0fba1a12b3f522f64d4af05c0e05","Southeast University, State Key Laboratory of Millimeter-Waves, School of Information Science and Engineering, Nanjing, 210096, China; Southeast University, State Key Laboratory of Millimeter-Waves, Frontiers Science Center for Mobile Information Communication and Security, Nanjing, 210096, China; Purple Mountain Laboratories, Nanjing, 211111, China","Li, K.-X., Southeast University, State Key Laboratory of Millimeter-Waves, School of Information Science and Engineering, Nanjing, 210096, China; Guo, Z.-J., Southeast University, State Key Laboratory of Millimeter-Waves, School of Information Science and Engineering, Nanjing, 210096, China; Hao, Z.-C., Southeast University, State Key Laboratory of Millimeter-Waves, Frontiers Science Center for Mobile Information Communication and Security, Nanjing, 210096, China, Purple Mountain Laboratories, Nanjing, 211111, China","Antenna phased arrays; Circular polarization; Costs; Electromagnetic shielding; Microwave antennas; Orbits; Phase measurement; Printed circuit boards; Satellite antennas; Satellite communication systems; Slot antennas; Antennas measurement; Dual-circular polarization; Dual-linear polarization; K bands; Phased-arrays; Satellite communication; Satellite communications; Stripline; Microstrip antennas",Article,Scopus
"Lin Y., Li M., Lin R.","57224525472;57401924400;57221249129;","Can urban rail transit reduce haze pollution? A spatial difference-in-differences approach",2022,"Environmental Science and Pollution Research",,"10.1007/s11356-022-21490-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132315194&doi=10.1007%2fs11356-022-21490-6&partnerID=40&md5=334ff2c61f3e3b8548a7afd80d9e239e","School of Marxism, Shanghai University of International Business and Economics, Shanghai, China; Department of Economics, University of Melbourne, Melbourne, Australia; School of Economic and Management, Tongji University, Shanghai, China","Lin, Y., School of Marxism, Shanghai University of International Business and Economics, Shanghai, China; Li, M., Department of Economics, University of Melbourne, Melbourne, Australia; Lin, R., School of Economic and Management, Tongji University, Shanghai, China","autocorrelation; data set; EOS; haze; remote sensing; satellite data; China; air pollutant; air pollution; China; city; particulate matter; pollution; Air Pollutants; Air Pollution; China; Cities; Environmental Pollution; Particulate Matter",Article,Scopus
"Tong X., Lu C., Huang Z., Zhang C., Chen F.","57741070600;57345161500;56057064300;57192962725;56962789500;","Microstructures and mechanical properties of crack-free 316L stainless steel and Inconel 625 joint by using Laser Engineered Net Shaping",2022,"Optics and Laser Technology",1,"10.1016/j.optlastec.2022.108357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131910506&doi=10.1016%2fj.optlastec.2022.108357&partnerID=40&md5=dabadd135897b933f6ec9e9ef9ca8805","State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan, 430070, China; Chaozhou Branch of Chemistry and Chemical Engineering Guangdong Laboratory, Guangdong, Chaozhou, 521000, China","Tong, X., State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan, 430070, China; Lu, C., State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan, 430070, China; Huang, Z., State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan, 430070, China; Zhang, C., State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan, 430070, China; Chen, F., State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan, 430070, China, Chaozhou Branch of Chemistry and Chemical Engineering Guangdong Laboratory, Guangdong, Chaozhou, 521000, China","3D printers; Additives; Microstructure; Tensile strength; 316 L stainless steel; Additive manufacturing technology; Adjustability; Crack free; Crack-free additive manufacturing; Dissimilar metal joints; Inconel 625; Joint strength; Laser engineered net shaping; Microstructures and mechanical properties; Austenitic stainless steel",Article,Scopus
"Wang B., Jiao J., Wu S., Lu R., Zhang Q.","57415694600;57200411188;57189245768;57191090555;35308438500;","Age-Critical and Secure Blockchain Sharding Scheme for Satellite-Based Internet of Things",2022,"IEEE Transactions on Wireless Communications",,"10.1109/TWC.2022.3176874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131716210&doi=10.1109%2fTWC.2022.3176874&partnerID=40&md5=50d09d7b4072bcbc43e716fb3ac98ae8","Harbin Institute of Technology (Shenzhen), Communication Engineering Research Centre, Shenzhen, 518055, China; Peng Cheng Laboratory, Shenzhen, 518055, China; University of New Brunswick, Faculty of Computer Science, Fredericton, NB  E3B 5A3, Canada","Wang, B., Harbin Institute of Technology (Shenzhen), Communication Engineering Research Centre, Shenzhen, 518055, China, Peng Cheng Laboratory, Shenzhen, 518055, China; Jiao, J., Harbin Institute of Technology (Shenzhen), Communication Engineering Research Centre, Shenzhen, 518055, China, Peng Cheng Laboratory, Shenzhen, 518055, China; Wu, S., Harbin Institute of Technology (Shenzhen), Communication Engineering Research Centre, Shenzhen, 518055, China, Peng Cheng Laboratory, Shenzhen, 518055, China; Lu, R., University of New Brunswick, Faculty of Computer Science, Fredericton, NB  E3B 5A3, Canada; Zhang, Q., Harbin Institute of Technology (Shenzhen), Communication Engineering Research Centre, Shenzhen, 518055, China, Peng Cheng Laboratory, Shenzhen, 518055, China","Blockchain; Distributed ledger; Internet of things; Network security; Satellites; Throughput; Age of information; Block-chain; Blockchain enabled satellite-based internet of thing; Decentralised; Retransmission mechanism; Satellite-based Internet; Security; Sharding; Wireless communications; Scalability",Article,Scopus
"Wu L., Ma S., Fu X., Zhang J., Liu G.","57205226176;35189279900;56373451600;57206853455;35327575200;","A review of planetary roller screw mechanism for development and new trends",2022,"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",,"10.1177/09544062221106287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131592127&doi=10.1177%2f09544062221106287&partnerID=40&md5=1eed22a096294dfc1ec2c29f4957f7da","Shaanxi Engineering Laboratory for Transmissions and Controls, Northwestern Polytechnical University, Xi’an, China; Hubei Jiangshan Heavy Industries Co., LTD, Xiangyang, China","Wu, L., Shaanxi Engineering Laboratory for Transmissions and Controls, Northwestern Polytechnical University, Xi’an, China; Ma, S., Shaanxi Engineering Laboratory for Transmissions and Controls, Northwestern Polytechnical University, Xi’an, China; Fu, X., Shaanxi Engineering Laboratory for Transmissions and Controls, Northwestern Polytechnical University, Xi’an, China; Zhang, J., Shaanxi Engineering Laboratory for Transmissions and Controls, Northwestern Polytechnical University, Xi’an, China, Hubei Jiangshan Heavy Industries Co., LTD, Xiangyang, China; Liu, G., Shaanxi Engineering Laboratory for Transmissions and Controls, Northwestern Polytechnical University, Xi’an, China","Electromechanical actuators; Electromechanical devices; Mechanical actuators; Mechanisms; Rollers (machine components); Vibrations (mechanical); Applications-aerospace; Contact properties; Electro-mechanical; Mechanical equipment; National defence; New trend; Parameter designs; Performances analysis; Planetary roller screw mechanism; Planetary rollers; Screws",Review,Scopus
"Du C., Starinova O.L.","57554730400;8945569400;","Orbital perturbation analysis and generation of nominal near rectilinear halo orbits using low-thrust propulsion",2022,"Proceedings of the Institution of Mechanical Engineers, Part G: Journal of Aerospace Engineering",2,"10.1177/09544100211072318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127282421&doi=10.1177%2f09544100211072318&partnerID=40&md5=030c1d20a3f9c4f444cb8ff8e0590900","Department of Flight Dynamics and Control Systems, Institute of Space Rocket Engineering, Samara National Research University, Samara, Russian Federation; Department of Mechanical Engineering, Institute of Aerospace Science, and Technology, Nanjing University of Science and Technology, Nanjing, China","Du, C., Department of Flight Dynamics and Control Systems, Institute of Space Rocket Engineering, Samara National Research University, Samara, Russian Federation; Starinova, O.L., Department of Flight Dynamics and Control Systems, Institute of Space Rocket Engineering, Samara National Research University, Samara, Russian Federation, Department of Mechanical Engineering, Institute of Aerospace Science, and Technology, Nanjing University of Science and Technology, Nanjing, China","Engines; Lunar missions; Space stations; Spacecraft propulsion; Ephemeris model; Halo orbits; Low-thrust engines; Low-thrust propulsion; Low-thrust technologies; Near rectilinear halo orbit; Optimal controls; Orbital perturbation; Perturbation Analysis; Real ephemeris model; Orbits",Article,Scopus
"YUE H., YANG Y., LU Y., YANG F., WU J., RUAN Q., DENG Z.","16311028800;57422141000;56582877000;56843758600;56650288100;57543983300;57210553698;","Research progress of space non-pyrotechnic low-shock connection and separation technology (SNLT): A review",2022,"Chinese Journal of Aeronautics",2,"10.1016/j.cja.2021.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123309024&doi=10.1016%2fj.cja.2021.07.001&partnerID=40&md5=47f60189fa17ecbb19313ccbc474b436","State Key Laboratory of Robotics and System, Harbin Institute of Technology, Harbin, 150001, China","YUE, H., State Key Laboratory of Robotics and System, Harbin Institute of Technology, Harbin, 150001, China; YANG, Y., State Key Laboratory of Robotics and System, Harbin Institute of Technology, Harbin, 150001, China; LU, Y., State Key Laboratory of Robotics and System, Harbin Institute of Technology, Harbin, 150001, China; YANG, F., State Key Laboratory of Robotics and System, Harbin Institute of Technology, Harbin, 150001, China; WU, J., State Key Laboratory of Robotics and System, Harbin Institute of Technology, Harbin, 150001, China; RUAN, Q., State Key Laboratory of Robotics and System, Harbin Institute of Technology, Harbin, 150001, China; DENG, Z., State Key Laboratory of Robotics and System, Harbin Institute of Technology, Harbin, 150001, China","Design; Space flight; Space research; Classifieds; Connection; Designing methods; Low-shock; Non-pyrotechnic; Pyrotechnic devices; Separation devices; Separation technologies; Space; Space missions; Separation",Review,Scopus
"Ji L., Zhao Z., Huo W., Zhao J., Gao R.","57973817900;55726185500;57973814100;8584763700;57973678600;","EVALUATION OF SEVERAL FULLY CONVOLUTIONAL NETWORKS IN SAR IMAGE CHANGE DETECTION",2022,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",1,"10.5194/isprs-annals-X-3-W1-2022-61-2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142370792&doi=10.5194%2fisprs-annals-X-3-W1-2022-61-2022&partnerID=40&md5=89c7353658d191227ce73f7a4bcaf643","Chinese Academy of Surveying & Mapping, Beijing, 100830, China; Shandong University of Science and Technology, Qingdao, 266590, China; China University of Mining and Technology, Xuzhou, 221116, China","Ji, L., Chinese Academy of Surveying & Mapping, Beijing, 100830, China; Zhao, Z., Chinese Academy of Surveying & Mapping, Beijing, 100830, China; Huo, W., Chinese Academy of Surveying & Mapping, Beijing, 100830, China, Shandong University of Science and Technology, Qingdao, 266590, China; Zhao, J., China University of Mining and Technology, Xuzhou, 221116, China; Gao, R., Chinese Academy of Surveying & Mapping, Beijing, 100830, China, Shandong University of Science and Technology, Qingdao, 266590, China","Change detection; Deep learning; Disasters; Network coding; Radar imaging; Change detection; Convolutional networks; Detection tasks; Disaster monitoring; Encoder-decoder; Generalisation; Generalization performance; Radar data; Siamese network; Transfer learning; Synthetic aperture radar",Conference Paper,Scopus
"Yang Y., Zhong M., Qi H.","57956890500;57957777300;56542423700;","RESEARCH ON EMERGENCY RESPONSE SYSTEM OF DANGEROUS GOODS TRANSPORTATION VEHICLES",2022,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,"10.5194/isprs-annals-X-3-W2-2022-71-2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141447002&doi=10.5194%2fisprs-annals-X-3-W2-2022-71-2022&partnerID=40&md5=031807964ebee01de7f8386de3b2f53b","SWJTU, Faculty of Geosciences and Environmental Engineering, Chengdu, 611756, China","Yang, Y., SWJTU, Faculty of Geosciences and Environmental Engineering, Chengdu, 611756, China; Zhong, M., SWJTU, Faculty of Geosciences and Environmental Engineering, Chengdu, 611756, China; Qi, H., SWJTU, Faculty of Geosciences and Environmental Engineering, Chengdu, 611756, China","Accidents; Decision support systems; Efficiency; Freight transportation; Information management; Informatization; Spatial variables measurement; Target tracking; Traffic control; Urban transportation; Vehicles; Dangerous good transport vehicle; Dangerous goods transports; Decision supports; Emergency rescue; Emergency response systems; Spatial analysis; Target detection and tracking; Transport vehicles; Transportation of dangerous goods; Urban public security; Risk assessment",Conference Paper,Scopus
"Cheng W.-D., Lin C.-S., Zhang H., Chai G.-L.","55614380900;8283441000;57865058200;55161802400;","Computational Study of Dynamic Susceptibility and Phase-Matching Angle by Two-Photon Entangled Generation",2022,"Journal of Physical Chemistry A",,"10.1021/acs.jpca.2c05300","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140327049&doi=10.1021%2facs.jpca.2c05300&partnerID=40&md5=97d55ef25258b6aceb06a38ff57e571a","State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, 350002, China","Cheng, W.-D., State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, 350002, China; Lin, C.-S., State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, 350002, China; Zhang, H., State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, 350002, China; Chai, G.-L., State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, 350002, China","Elementary particle sources; Magnetic susceptibility; Phase matching; Quantum communication; Quantum computers; Quantum entanglement; Satellite communication systems; Computational studies; Dynamic phase; Dynamic susceptibility; Entangled photons; Key elements; Performance; Phase matching angle; Photon sources; Susceptibility matching; Two photon; Photons; article; night; photon; telecommunication",Article,Scopus
"Shen Q., Guan J.-Y., Ren J.-G., Zeng T., Hou L., Li M., Cao Y., Han J.-J., Lian M.-Z., Chen Y.-W., Peng X.-X., Wang S.-M., Zhu D.-Y., Shi X.-P., Wang Z.-G., Li Y., Liu W.-Y., Pan G.-S., Wang Y., Li Z.-H., Wu J.-C., Zhang Y.-Y., Chen F.-X., Lu C.-Y., Liao S.-K., Yin J., Jia J.-J., Peng C.-Z., Jiang H.-F., Zhang Q., Pan J.-W.","57804729700;56413950000;23010279700;57219685295;55916822600;56908409800;57803420600;57226336912;57573910200;57574096000;57573344500;57190672091;57803164200;57572760600;57572760700;57573531600;16319185100;7201975048;57572955400;57572760900;36702156000;56348007000;57325662300;57803164300;55329037700;57804995300;57803420700;10041531300;55248012600;55624488433;7404098450;","Free-space dissemination of time and frequency with 10−19 instability over 113 km",2022,"Nature",5,"10.1038/s41586-022-05228-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139443588&doi=10.1038%2fs41586-022-05228-5&partnerID=40&md5=76a557842ed9d3fab78f439c4b3aa54f","Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China; Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China; Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Faculty of Information Science and Engineering, Ningbo University, Ningbo, China; Xinjiang Astronomical Observatory, Chinese Academy of Sciences, Urumqi, China; Key Laboratory of Space Active Opto-Electronic Technology, Shanghai Institute of Technical Physics, Chinese Academy of Sciences, Shanghai, China; Key Laboratory of Time and Frequency Primary Standards, National Time Service Center, Chinese Academy of Sciences, Xi’an, China; Jinan Institute of Quantum Technology, Jinan, China","Shen, Q., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Guan, J.-Y., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Ren, J.-G., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Zeng, T., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Hou, L., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Li, M., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Cao, Y., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Han, J.-J., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Lian, M.-Z., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Chen, Y.-W., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Peng, X.-X., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Wang, S.-M., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Zhu, D.-Y., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Shi, X.-P., Faculty of Information Science and Engineering, Ningbo University, Ningbo, China; Wang, Z.-G., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Li, Y., Faculty of Information Science and Engineering, Ningbo University, Ningbo, China; Liu, W.-Y., Faculty of Information Science and Engineering, Ningbo University, Ningbo, China; Pan, G.-S., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Wang, Y., Xinjiang Astronomical Observatory, Chinese Academy of Sciences, Urumqi, China; Li, Z.-H., Key Laboratory of Space Active Opto-Electronic Technology, Shanghai Institute of Technical Physics, Chinese Academy of Sciences, Shanghai, China; Wu, J.-C., Hefei National Laboratory, University of Science and Technology of China, Hefei, China, Key Laboratory of Space Active Opto-Electronic Technology, Shanghai Institute of Technical Physics, Chinese Academy of Sciences, Shanghai, China; Zhang, Y.-Y., Key Laboratory of Time and Frequency Primary Standards, National Time Service Center, Chinese Academy of Sciences, Xi’an, China; Chen, F.-X., Jinan Institute of Quantum Technology, Jinan, China; Lu, C.-Y., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Liao, S.-K., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Yin, J., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Jia, J.-J., Hefei National Laboratory, University of Science and Technology of China, Hefei, China, Key Laboratory of Space Active Opto-Electronic Technology, Shanghai Institute of Technical Physics, Chinese Academy of Sciences, Shanghai, China; Peng, C.-Z., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Jiang, H.-F., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China; Zhang, Q., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China, Key Laboratory of Space Active Opto-Electronic Technology, Shanghai Institute of Technical Physics, Chinese Academy of Sciences, Shanghai, China, Jinan Institute of Quantum Technology, Jinan, China; Pan, J.-W., Hefei National Research Center for Physical Sciences at the Microscale and School of Physical Sciences, University of Science and Technology of China, Hefei, China, Shanghai Research Center for Quantum Science and CAS Center for Excellence in Quantum Information and Quantum Physics, University of Science and Technology of China, Shanghai, China, Hefei National Laboratory, University of Science and Technology of China, Hefei, China","precision; satellite data; achievement; article; equipment design; Equipment Design",Article,Scopus
